,Okres,Kraj,OborPece,POCET
884,Kladno,Středočeský kraj,rehabilitační a fyzikální medicína,1
885,Kladno,Středočeský kraj,urologie,2
886,Kladno,Středočeský kraj,vnitřní lékařství,2
887,Kladno,Středočeský kraj,všeobecné praktické lékařství,58
888,Kladno,Středočeský kraj,zubní lékařství,26
889,Klatovy,Plzeňský kraj,Dentální hygienistka,2
890,Klatovy,Plzeňský kraj,Fyzioterapeut,9
891,Klatovy,Plzeňský kraj,Klinický logoped,1
892,Klatovy,Plzeňský kraj,Porodní asistentka,3
893,Klatovy,Plzeňský kraj,Všeobecná sestra,3
894,Klatovy,Plzeňský kraj,Zubní technik,5
895,Klatovy,Plzeňský kraj,anesteziologie a intenzivní medicína,1
896,Klatovy,Plzeňský kraj,chirurgie,3
897,Klatovy,Plzeňský kraj,dermatovenerologie,2
898,Klatovy,Plzeňský kraj,gynekologie a porodnictví,15
899,Klatovy,Plzeňský kraj,kardiologie,1
900,Klatovy,Plzeňský kraj,korektivní dermatologie,1
901,Klatovy,Plzeňský kraj,nefrologie,1
902,Klatovy,Plzeňský kraj,neurologie,3
903,Klatovy,Plzeňský kraj,oftalmologie,3
904,Klatovy,Plzeňský kraj,ortodoncie,2
905,Klatovy,Plzeňský kraj,ortopedie a traumatologie pohybového ústrojí,4
906,Klatovy,Plzeňský kraj,otorinolaryngologie a chirurgie hlavy a krku,1
907,Klatovy,Plzeňský kraj,pracovní lékařství,1
908,Klatovy,Plzeňský kraj,praktické lékařství pro děti a dorost,13
909,Klatovy,Plzeňský kraj,psychiatrie,5
910,Klatovy,Plzeňský kraj,radiologie a zobrazovací metody,2
911,Klatovy,Plzeňský kraj,rehabilitační a fyzikální medicína,1
912,Klatovy,Plzeňský kraj,vnitřní lékařství,3
913,Klatovy,Plzeňský kraj,všeobecné praktické lékařství,29
914,Klatovy,Plzeňský kraj,zubní lékařství,33
915,Kolín,Středočeský kraj,Dentální hygienistka,1
916,Kolín,Středočeský kraj,Fyzioterapeut,8
917,Kolín,Středočeský kraj,Klinický psycholog,2
918,Kolín,Středočeský kraj,Optometrista,3
919,Kolín,Středočeský kraj,Všeobecná sestra,3
920,Kolín,Středočeský kraj,Zubní technik,4
921,Kolín,Středočeský kraj,anesteziologie a intenzivní medicína,4
922,Kolín,Středočeský kraj,chirurgie,5
923,Kolín,Středočeský kraj,dermatovenerologie,2
924,Kolín,Středočeský kraj,dětská kardiologie,1
925,Kolín,Středočeský kraj,dětská neurologie,1
926,Kolín,Středočeský kraj,gynekologie a porodnictví,11
927,Kolín,Středočeský kraj,hematologie a transfúzní lékařství,1
928,Kolín,Středočeský kraj,klinická onkologie,1
929,Kolín,Středočeský kraj,neurologie,2
930,Kolín,Středočeský kraj,oftalmologie,2
931,Kolín,Středočeský kraj,ortopedie a traumatologie pohybového ústrojí,2
932,Kolín,Středočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,1
933,Kolín,Středočeský kraj,pediatrie,2
934,Kolín,Středočeský kraj,pracovní lékařství,1
935,Kolín,Středočeský kraj,praktické lékařství pro děti a dorost,18
936,Kolín,Středočeský kraj,praktické lékárenství,2
937,Kolín,Středočeský kraj,psychiatrie,2
938,Kolín,Středočeský kraj,urologie,2
939,Kolín,Středočeský kraj,vnitřní lékařství,2
940,Kolín,Středočeský kraj,všeobecné praktické lékařství,29
941,Kolín,Středočeský kraj,zubní lékařství,16
942,Kroměříž,Zlínský kraj,Dentální hygienistka,1
943,Kroměříž,Zlínský kraj,Dětský klinický psycholog,2
944,Kroměříž,Zlínský kraj,Fyzioterapeut,21
945,Kroměříž,Zlínský kraj,Klinický logoped,7
946,Kroměříž,Zlínský kraj,Klinický psycholog,5
947,Kroměříž,Zlínský kraj,Optometrista,3
948,Kroměříž,Zlínský kraj,Ortotik-protetik,1
949,Kroměříž,Zlínský kraj,Porodní asistentka,4
950,Kroměříž,Zlínský kraj,Všeobecná sestra,5
951,Kroměříž,Zlínský kraj,Zubní technik,9
952,Kroměříž,Zlínský kraj,Zubní technik pro fixní a snímatelné náhrady,12
953,Kroměříž,Zlínský kraj,alergologie a klinická imunologie,3
954,Kroměříž,Zlínský kraj,anesteziologie a intenzivní medicína,3
955,Kroměříž,Zlínský kraj,chirurgie,4
956,Kroměříž,Zlínský kraj,dermatovenerologie,6
957,Kroměříž,Zlínský kraj,dětská kardiologie,1
958,Kroměříž,Zlínský kraj,endokrinologie a diabetologie,4
959,Kroměříž,Zlínský kraj,gastroenterologie,1
960,Kroměříž,Zlínský kraj,gynekologie a porodnictví,17
961,Kroměříž,Zlínský kraj,kardiologie,1
962,Kroměříž,Zlínský kraj,klinická biochemie,2
963,Kroměříž,Zlínský kraj,klinická onkologie,1
964,Kroměříž,Zlínský kraj,neurologie,5
965,Kroměříž,Zlínský kraj,oftalmologie,6
966,Kroměříž,Zlínský kraj,ortopedie a traumatologie pohybového ústrojí,6
967,Kroměříž,Zlínský kraj,otorinolaryngologie a chirurgie hlavy a krku,6
968,Kroměříž,Zlínský kraj,patologie,2
969,Kroměříž,Zlínský kraj,plastická chirurgie,1
970,Kroměříž,Zlínský kraj,pneumologie a ftizeologie,1
971,Kroměříž,Zlínský kraj,praktické lékařství pro děti a dorost,12
972,Kroměříž,Zlínský kraj,praktické lékárenství,4
973,Kroměříž,Zlínský kraj,psychiatrie,5
974,Kroměříž,Zlínský kraj,radiologie a zobrazovací metody,3
975,Kroměříž,Zlínský kraj,rehabilitační a fyzikální medicína,2
976,Kroměříž,Zlínský kraj,revmatologie,2
977,Kroměříž,Zlínský kraj,urologie,3
978,Kroměříž,Zlínský kraj,všeobecné praktické lékařství,44
979,Kroměříž,Zlínský kraj,zubní lékařství,46
980,Kutná Hora,Středočeský kraj,Dentální hygienistka,2
981,Kutná Hora,Středočeský kraj,Fyzioterapeut,16
982,Kutná Hora,Středočeský kraj,Klinický logoped,2
983,Kutná Hora,Středočeský kraj,Klinický psycholog,1
984,Kutná Hora,Středočeský kraj,Všeobecná sestra,2
985,Kutná Hora,Středočeský kraj,Zubní technik,4
986,Kutná Hora,Středočeský kraj,alergologie a klinická imunologie,1
987,Kutná Hora,Středočeský kraj,chirurgie,2
988,Kutná Hora,Středočeský kraj,dermatovenerologie,4
989,Kutná Hora,Středočeský kraj,gynekologie a porodnictví,6
990,Kutná Hora,Středočeský kraj,klinická onkologie,1
991,Kutná Hora,Středočeský kraj,neurologie,7
992,Kutná Hora,Středočeský kraj,oftalmologie,6
993,Kutná Hora,Středočeský kraj,ortopedie a traumatologie pohybového ústrojí,2
994,Kutná Hora,Středočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,2
995,Kutná Hora,Středočeský kraj,patologie,1
996,Kutná Hora,Středočeský kraj,pediatrie,2
997,Kutná Hora,Středočeský kraj,plastická chirurgie,2
998,Kutná Hora,Středočeský kraj,praktické lékařství pro děti a dorost,11
999,Kutná Hora,Středočeský kraj,praktické lékárenství,1
1000,Kutná Hora,Středočeský kraj,psychiatrie,3
1001,Kutná Hora,Středočeský kraj,radiologie a zobrazovací metody,1
1002,Kutná Hora,Středočeský kraj,urologie,1
1003,Kutná Hora,Středočeský kraj,všeobecné praktické lékařství,42
1004,Kutná Hora,Středočeský kraj,zubní lékařství,10
1005,Liberec,Liberecký kraj,Dentální hygienistka,3
1006,Liberec,Liberecký kraj,Fyzioterapeut,22
1007,Liberec,Liberecký kraj,Klinický logoped,2
1008,Liberec,Liberecký kraj,Klinický psycholog,5
1009,Liberec,Liberecký kraj,Odborný fyzioterapeut,1
1010,Liberec,Liberecký kraj,Optometrista,10
1011,Liberec,Liberecký kraj,Všeobecná sestra,4
1012,Liberec,Liberecký kraj,Zubní technik,12
1013,Liberec,Liberecký kraj,alergologie a klinická imunologie,2
1014,Liberec,Liberecký kraj,anesteziologie a intenzivní medicína,3
1015,Liberec,Liberecký kraj,chirurgie,3
1016,Liberec,Liberecký kraj,dermatovenerologie,6
1017,Liberec,Liberecký kraj,gastroenterologie,1
1018,Liberec,Liberecký kraj,gynekologie a porodnictví,18
1019,Liberec,Liberecký kraj,hematologie a transfúzní lékařství,1
1020,Liberec,Liberecký kraj,hygiena a epidemiologie,3
1021,Liberec,Liberecký kraj,infekční lékařství,2
1022,Liberec,Liberecký kraj,kardiologie,1
1023,Liberec,Liberecký kraj,neurochirurgie,2
1024,Liberec,Liberecký kraj,neurologie,5
1025,Liberec,Liberecký kraj,oftalmologie,6
1026,Liberec,Liberecký kraj,ortodoncie,1
1027,Liberec,Liberecký kraj,ortopedie a traumatologie pohybového ústrojí,4
1028,Liberec,Liberecký kraj,otorinolaryngologie a chirurgie hlavy a krku,5
1029,Liberec,Liberecký kraj,plastická chirurgie,3
1030,Liberec,Liberecký kraj,pneumologie a ftizeologie,3
1031,Liberec,Liberecký kraj,praktické lékařství pro děti a dorost,15
1032,Liberec,Liberecký kraj,praktické lékárenství,5
1033,Liberec,Liberecký kraj,psychiatrie,5
1034,Liberec,Liberecký kraj,radiační onkologie,1
1035,Liberec,Liberecký kraj,rehabilitační a fyzikální medicína,2
1036,Liberec,Liberecký kraj,revmatologie,1
1037,Liberec,Liberecký kraj,urologie,1
1038,Liberec,Liberecký kraj,všeobecné praktické lékařství,45
1039,Liberec,Liberecký kraj,zubní lékařství,70
1040,Litoměřice,Ústecký kraj,Dentální hygienistka,2
1041,Litoměřice,Ústecký kraj,Fyzioterapeut,13
1042,Litoměřice,Ústecký kraj,Klinický logoped,2
1043,Litoměřice,Ústecký kraj,Klinický psycholog,6
1044,Litoměřice,Ústecký kraj,Optometrista,6
1045,Litoměřice,Ústecký kraj,Všeobecná sestra,7
1046,Litoměřice,Ústecký kraj,Zubní technik,13
1047,Litoměřice,Ústecký kraj,alergologie a klinická imunologie,2
1048,Litoměřice,Ústecký kraj,anesteziologie a intenzivní medicína,4
1049,Litoměřice,Ústecký kraj,chirurgie,9
1050,Litoměřice,Ústecký kraj,dermatovenerologie,5
1051,Litoměřice,Ústecký kraj,dětská a dorostová psychiatrie,1
1052,Litoměřice,Ústecký kraj,dětská kardiologie,1
1053,Litoměřice,Ústecký kraj,endokrinologie a diabetologie,5
1054,Litoměřice,Ústecký kraj,gynekologie a porodnictví,15
1055,Litoměřice,Ústecký kraj,hematologie a transfúzní lékařství,2
1056,Litoměřice,Ústecký kraj,neurologie,6
1057,Litoměřice,Ústecký kraj,oftalmologie,6
1058,Litoměřice,Ústecký kraj,ortodoncie,2
1059,Litoměřice,Ústecký kraj,ortopedie a traumatologie pohybového ústrojí,4
1060,Litoměřice,Ústecký kraj,otorinolaryngologie a chirurgie hlavy a krku,5
1061,Litoměřice,Ústecký kraj,praktické lékařství pro děti a dorost,20
1062,Litoměřice,Ústecký kraj,praktické lékárenství,4
1063,Litoměřice,Ústecký kraj,psychiatrie,9
1064,Litoměřice,Ústecký kraj,radiologie a zobrazovací metody,2
1065,Litoměřice,Ústecký kraj,revmatologie,1
1066,Litoměřice,Ústecký kraj,urologie,4
1067,Litoměřice,Ústecký kraj,vnitřní lékařství,4
1068,Litoměřice,Ústecký kraj,všeobecné praktické lékařství,44
1069,Litoměřice,Ústecký kraj,zubní lékařství,41
1070,Louny,Ústecký kraj,Dentální hygienistka,2
1071,Louny,Ústecký kraj,Fyzioterapeut,17
1072,Louny,Ústecký kraj,Klinický logoped,4
1073,Louny,Ústecký kraj,Klinický psycholog,2
1074,Louny,Ústecký kraj,Optometrista,7
1075,Louny,Ústecký kraj,Ortoptista,1
1076,Louny,Ústecký kraj,Všeobecná sestra,5
1077,Louny,Ústecký kraj,Zubní technik,6
1078,Louny,Ústecký kraj,angiologie,1
1079,Louny,Ústecký kraj,chirurgie,7
1080,Louny,Ústecký kraj,dermatovenerologie,2
1081,Louny,Ústecký kraj,dětská neurologie,2
1082,Louny,Ústecký kraj,dětské lékařství,1
1083,Louny,Ústecký kraj,endokrinologie a diabetologie,3
1084,Louny,Ústecký kraj,gynekologie a porodnictví,9
1085,Louny,Ústecký kraj,klinická biochemie,1
1086,Louny,Ústecký kraj,neurologie,3
1087,Louny,Ústecký kraj,oftalmologie,5
1088,Louny,Ústecký kraj,ortodoncie,1
1089,Louny,Ústecký kraj,ortopedie a traumatologie pohybového ústrojí,1
1090,Louny,Ústecký kraj,otorinolaryngologie a chirurgie hlavy a krku,1
1091,Louny,Ústecký kraj,praktické lékařství pro děti a dorost,17
1092,Louny,Ústecký kraj,praktické lékárenství,2
1093,Louny,Ústecký kraj,psychiatrie,2
1094,Louny,Ústecký kraj,rehabilitační a fyzikální medicína,3
1095,Louny,Ústecký kraj,revmatologie,1
1096,Louny,Ústecký kraj,veřejné zdravotnictví,1
1097,Louny,Ústecký kraj,vnitřní lékařství,1
1098,Louny,Ústecký kraj,všeobecné praktické lékařství,32
1099,Louny,Ústecký kraj,zubní lékařství,33
1100,Mladá Boleslav,Středočeský kraj,Dentální hygienistka,2
1101,Mladá Boleslav,Středočeský kraj,Fyzioterapeut,10
1102,Mladá Boleslav,Středočeský kraj,Klinický logoped,1
1103,Mladá Boleslav,Středočeský kraj,Klinický psycholog,1
1104,Mladá Boleslav,Středočeský kraj,Optometrista,4
1105,Mladá Boleslav,Středočeský kraj,Zubní technik,5
1106,Mladá Boleslav,Středočeský kraj,alergologie a klinická imunologie,2
1107,Mladá Boleslav,Středočeský kraj,anesteziologie a intenzivní medicína,2
1108,Mladá Boleslav,Středočeský kraj,chirurgie,5
1109,Mladá Boleslav,Středočeský kraj,dermatovenerologie,2
1110,Mladá Boleslav,Středočeský kraj,endokrinologie a diabetologie,2
1111,Mladá Boleslav,Středočeský kraj,gynekologie a porodnictví,7
1112,Mladá Boleslav,Středočeský kraj,hematologie a transfúzní lékařství,2
1113,Mladá Boleslav,Středočeský kraj,kardiologie,3
1114,Mladá Boleslav,Středočeský kraj,neurologie,1
1115,Mladá Boleslav,Středočeský kraj,oftalmologie,2
1116,Mladá Boleslav,Středočeský kraj,ortodoncie,1
1117,Mladá Boleslav,Středočeský kraj,ortopedie a traumatologie pohybového ústrojí,2
1118,Mladá Boleslav,Středočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,2
1119,Mladá Boleslav,Středočeský kraj,pediatrie,6
1120,Mladá Boleslav,Středočeský kraj,pneumologie a ftizeologie,1
1121,Mladá Boleslav,Středočeský kraj,praktické lékařství pro děti a dorost,19
1122,Mladá Boleslav,Středočeský kraj,praktické lékárenství,4
1123,Mladá Boleslav,Středočeský kraj,psychiatrie,3
1124,Mladá Boleslav,Středočeský kraj,radiologie a zobrazovací metody,1
1125,Mladá Boleslav,Středočeský kraj,urologie,2
1126,Mladá Boleslav,Středočeský kraj,vnitřní lékařství,3
1127,Mladá Boleslav,Středočeský kraj,všeobecné praktické lékařství,45
1128,Mladá Boleslav,Středočeský kraj,zubní lékařství,12
1129,Most,Ústecký kraj,Adiktolog,1
1130,Most,Ústecký kraj,Dentální hygienistka,1
1131,Most,Ústecký kraj,Fyzioterapeut,8
1132,Most,Ústecký kraj,Klinický logoped,1
1133,Most,Ústecký kraj,Klinický psycholog,1
1134,Most,Ústecký kraj,Optometrista,10
1135,Most,Ústecký kraj,Radiologický asistent,1
1136,Most,Ústecký kraj,Všeobecná sestra,6
1137,Most,Ústecký kraj,Zubní technik,10
1138,Most,Ústecký kraj,alergologie a klinická imunologie,3
1139,Most,Ústecký kraj,chirurgie,1
1140,Most,Ústecký kraj,dermatovenerologie,2
1141,Most,Ústecký kraj,dětská neurologie,1
1142,Most,Ústecký kraj,foniatrie,1
1143,Most,Ústecký kraj,gastroenterologie,2
1144,Most,Ústecký kraj,gynekologie a porodnictví,17
1145,Most,Ústecký kraj,hematologie a transfúzní lékařství,2
1146,Most,Ústecký kraj,kardiologie,3
1147,Most,Ústecký kraj,neurologie,4
1148,Most,Ústecký kraj,oftalmologie,4
1149,Most,Ústecký kraj,ortopedie a traumatologie pohybového ústrojí,2
1150,Most,Ústecký kraj,otorinolaryngologie a chirurgie hlavy a krku,1
1151,Most,Ústecký kraj,pneumologie a ftizeologie,3
1152,Most,Ústecký kraj,praktické lékařství pro děti a dorost,22
1153,Most,Ústecký kraj,praktické lékárenství,2
1154,Most,Ústecký kraj,psychiatrie,1
1155,Most,Ústecký kraj,radiologie a zobrazovací metody,1
1156,Most,Ústecký kraj,rehabilitační a fyzikální medicína,2
1157,Most,Ústecký kraj,urologie,5
1158,Most,Ústecký kraj,všeobecné praktické lékařství,42
1159,Most,Ústecký kraj,zubní lékařství,40
1160,Mělník,Středočeský kraj,Dentální hygienistka,1
1161,Mělník,Středočeský kraj,Fyzioterapeut,3
1162,Mělník,Středočeský kraj,Klinický psycholog,3
1163,Mělník,Středočeský kraj,Optometrista,7
1164,Mělník,Středočeský kraj,Porodní asistentka,1
1165,Mělník,Středočeský kraj,Všeobecná sestra,2
1166,Mělník,Středočeský kraj,Zubní technik,6
1167,Mělník,Středočeský kraj,anesteziologie a intenzivní medicína,2
1168,Mělník,Středočeský kraj,angiologie,1
1169,Mělník,Středočeský kraj,chirurgie,2
1170,Mělník,Středočeský kraj,dermatovenerologie,4
1171,Mělník,Středočeský kraj,endokrinologie a diabetologie,3
1172,Mělník,Středočeský kraj,gastroenterologie,1
1173,Mělník,Středočeský kraj,gynekologie a porodnictví,10
1174,Mělník,Středočeský kraj,kardiologie,2
1175,Mělník,Středočeský kraj,neurologie,3
1176,Mělník,Středočeský kraj,oftalmologie,5
1177,Mělník,Středočeský kraj,ortodoncie,1
1178,Mělník,Středočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,4
1179,Mělník,Středočeský kraj,pediatrie,4
1180,Mělník,Středočeský kraj,pneumologie a ftizeologie,1
1181,Mělník,Středočeský kraj,praktické lékařství pro děti a dorost,10
1182,Mělník,Středočeský kraj,praktické lékárenství,5
1183,Mělník,Středočeský kraj,psychiatrie,5
1184,Mělník,Středočeský kraj,radiologie a zobrazovací metody,2
1185,Mělník,Středočeský kraj,urologie,2
1186,Mělník,Středočeský kraj,vnitřní lékařství,3
1187,Mělník,Středočeský kraj,všeobecné praktické lékařství,45
1188,Mělník,Středočeský kraj,zubní lékařství,13
1189,Nový Jičín,Moravskoslezský kraj,Dentální hygienistka,6
1190,Nový Jičín,Moravskoslezský kraj,Ergoterapeut,1
1191,Nový Jičín,Moravskoslezský kraj,Farmaceutický asistent,1
1192,Nový Jičín,Moravskoslezský kraj,Fyzioterapeut,24
1193,Nový Jičín,Moravskoslezský kraj,Klinický logoped,10
1194,Nový Jičín,Moravskoslezský kraj,Klinický psycholog,8
1195,Nový Jičín,Moravskoslezský kraj,Nutriční terapeut,1
1196,Nový Jičín,Moravskoslezský kraj,Optometrista,3
1197,Nový Jičín,Moravskoslezský kraj,Porodní asistentka,1
1198,Nový Jičín,Moravskoslezský kraj,Všeobecná sestra,10
1199,Nový Jičín,Moravskoslezský kraj,Zubní technik,24
1200,Nový Jičín,Moravskoslezský kraj,alergologie a klinická imunologie,2
1201,Nový Jičín,Moravskoslezský kraj,anesteziologie a intenzivní medicína,3
1202,Nový Jičín,Moravskoslezský kraj,chirurgie,4
1203,Nový Jičín,Moravskoslezský kraj,dermatovenerologie,5
1204,Nový Jičín,Moravskoslezský kraj,dětská a dorostová psychiatrie,1
1205,Nový Jičín,Moravskoslezský kraj,dětská neurologie,2
1206,Nový Jičín,Moravskoslezský kraj,endokrinologie a diabetologie,2
1207,Nový Jičín,Moravskoslezský kraj,gastroenterologie,1
1208,Nový Jičín,Moravskoslezský kraj,gynekologie a porodnictví,14
1209,Nový Jičín,Moravskoslezský kraj,kardiologie,2
1210,Nový Jičín,Moravskoslezský kraj,klinická biochemie,3
1211,Nový Jičín,Moravskoslezský kraj,nefrologie,2
1212,Nový Jičín,Moravskoslezský kraj,neurologie,6
1213,Nový Jičín,Moravskoslezský kraj,oftalmologie,9
1214,Nový Jičín,Moravskoslezský kraj,ortodoncie,1
1215,Nový Jičín,Moravskoslezský kraj,ortopedie a traumatologie pohybového ústrojí,2
1216,Nový Jičín,Moravskoslezský kraj,otorinolaryngologie a chirurgie hlavy a krku,9
1217,Nový Jičín,Moravskoslezský kraj,patologie,1
1218,Nový Jičín,Moravskoslezský kraj,plastická chirurgie,4
1219,Nový Jičín,Moravskoslezský kraj,pneumologie a ftizeologie,1
1220,Nový Jičín,Moravskoslezský kraj,pracovní lékařství,1
1221,Nový Jičín,Moravskoslezský kraj,praktické lékařství pro děti a dorost,25
1222,Nový Jičín,Moravskoslezský kraj,praktické lékárenství,3
1223,Nový Jičín,Moravskoslezský kraj,psychiatrie,5
1224,Nový Jičín,Moravskoslezský kraj,radiologie a zobrazovací metody,2
1225,Nový Jičín,Moravskoslezský kraj,rehabilitační a fyzikální medicína,2
1226,Nový Jičín,Moravskoslezský kraj,urologie,4
1227,Nový Jičín,Moravskoslezský kraj,vnitřní lékařství,1
1228,Nový Jičín,Moravskoslezský kraj,všeobecné praktické lékařství,58
1229,Nový Jičín,Moravskoslezský kraj,zubní lékařství,59
1230,Nymburk,Středočeský kraj,Dentální hygienistka,2
1231,Nymburk,Středočeský kraj,Fyzioterapeut,8
1232,Nymburk,Středočeský kraj,Klinický psycholog,3
1233,Nymburk,Středočeský kraj,Optometrista,4
1234,Nymburk,Středočeský kraj,Porodní asistentka,2
1235,Nymburk,Středočeský kraj,Zubní technik,7
1236,Nymburk,Středočeský kraj,alergologie a klinická imunologie,3
1237,Nymburk,Středočeský kraj,anesteziologie a intenzivní medicína,4
1238,Nymburk,Středočeský kraj,chirurgie,5
1239,Nymburk,Středočeský kraj,dermatovenerologie,2
1240,Nymburk,Středočeský kraj,endokrinologie a diabetologie,1
1241,Nymburk,Středočeský kraj,gynekologie a porodnictví,9
1242,Nymburk,Středočeský kraj,kardiologie,3
1243,Nymburk,Středočeský kraj,klinická onkologie,2
1244,Nymburk,Středočeský kraj,neurologie,4
1245,Nymburk,Středočeský kraj,oftalmologie,3
1246,Nymburk,Středočeský kraj,ortopedie a traumatologie pohybového ústrojí,1
1247,Nymburk,Středočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,3
1248,Nymburk,Středočeský kraj,plastická chirurgie,1
1249,Nymburk,Středočeský kraj,pneumologie a ftizeologie,1
1250,Nymburk,Středočeský kraj,praktické lékařství pro děti a dorost,16
1251,Nymburk,Středočeský kraj,praktické lékárenství,4
1252,Nymburk,Středočeský kraj,psychiatrie,5
1253,Nymburk,Středočeský kraj,radiologie a zobrazovací metody,1
1254,Nymburk,Středočeský kraj,rehabilitační a fyzikální medicína,3
1255,Nymburk,Středočeský kraj,urologie,5
1256,Nymburk,Středočeský kraj,vnitřní lékařství,7
1257,Nymburk,Středočeský kraj,všeobecné praktické lékařství,36
1258,Nymburk,Středočeský kraj,zubní lékařství,12
1259,Náchod,Královéhradecký kraj,Dentální hygienistka,4
1260,Náchod,Královéhradecký kraj,Fyzioterapeut,7
1261,Náchod,Královéhradecký kraj,Klinický logoped,5
1262,Náchod,Královéhradecký kraj,Klinický psycholog,2
1263,Náchod,Královéhradecký kraj,Optometrista,4
1264,Náchod,Královéhradecký kraj,Porodní asistentka,1
1265,Náchod,Královéhradecký kraj,Všeobecná sestra,12
1266,Náchod,Královéhradecký kraj,Zubní technik,15
1267,Náchod,Královéhradecký kraj,alergologie a klinická imunologie,1
1268,Náchod,Královéhradecký kraj,anesteziologie a intenzivní medicína,2
1269,Náchod,Královéhradecký kraj,chirurgie,7
1270,Náchod,Královéhradecký kraj,cévní chirurgie,1
1271,Náchod,Královéhradecký kraj,dermatovenerologie,6
1272,Náchod,Královéhradecký kraj,dětská a dorostová psychiatrie,2
1273,Náchod,Královéhradecký kraj,dětská kardiologie,1
1274,Náchod,Královéhradecký kraj,endokrinologie a diabetologie,1
1275,Náchod,Královéhradecký kraj,gynekologie a porodnictví,12
1276,Náchod,Královéhradecký kraj,hyperbarická a letecká medicína,1
1277,Náchod,Královéhradecký kraj,kardiologie,1
1278,Náchod,Královéhradecký kraj,neurologie,1
1279,Náchod,Královéhradecký kraj,oftalmologie,5
1280,Náchod,Královéhradecký kraj,ortopedie a traumatologie pohybového ústrojí,4
1281,Náchod,Královéhradecký kraj,otorinolaryngologie a chirurgie hlavy a krku,2
1282,Náchod,Královéhradecký kraj,pneumologie a ftizeologie,2
1283,Náchod,Královéhradecký kraj,praktické lékařství pro děti a dorost,14
1284,Náchod,Královéhradecký kraj,praktické lékárenství,4
1285,Náchod,Královéhradecký kraj,psychiatrie,6
1286,Náchod,Královéhradecký kraj,radiační onkologie,1
1287,Náchod,Královéhradecký kraj,radiologie a zobrazovací metody,4
1288,Náchod,Královéhradecký kraj,rehabilitační a fyzikální medicína,1
1289,Náchod,Královéhradecký kraj,urgentní medicína,3
1290,Náchod,Královéhradecký kraj,urologie,3
1291,Náchod,Královéhradecký kraj,vnitřní lékařství,4
1292,Náchod,Královéhradecký kraj,všeobecné praktické lékařství,51
1293,Náchod,Královéhradecký kraj,zubní lékařství,44
1294,Olomouc,Olomoucký kraj,Dentální hygienistka,3
1295,Olomouc,Olomoucký kraj,Farmaceutický asistent,2
1296,Olomouc,Olomoucký kraj,Farmaceutický asistent pro zdravotnické prostředky,1
1297,Olomouc,Olomoucký kraj,Fyzioterapeut,36
1298,Olomouc,Olomoucký kraj,Klinický logoped,20
1299,Olomouc,Olomoucký kraj,Klinický psycholog,24
1300,Olomouc,Olomoucký kraj,Optometrista,15
1301,Olomouc,Olomoucký kraj,Ortotik-protetik,1
1302,Olomouc,Olomoucký kraj,Porodní asistentka,10
1303,Olomouc,Olomoucký kraj,Všeobecná sestra,11
1304,Olomouc,Olomoucký kraj,Zubní technik,42
1305,Olomouc,Olomoucký kraj,alergologie a klinická imunologie,7
1306,Olomouc,Olomoucký kraj,anesteziologie a intenzivní medicína,1
1307,Olomouc,Olomoucký kraj,chirurgie,20
1308,Olomouc,Olomoucký kraj,cévní chirurgie,2
1309,Olomouc,Olomoucký kraj,dermatovenerologie,20
1310,Olomouc,Olomoucký kraj,dětská a dorostová psychiatrie,2
1311,Olomouc,Olomoucký kraj,dětská kardiologie,1
1312,Olomouc,Olomoucký kraj,endokrinologie a diabetologie,1
1313,Olomouc,Olomoucký kraj,foniatrie,1
1314,Olomouc,Olomoucký kraj,gynekologie a porodnictví,29
1315,Olomouc,Olomoucký kraj,hematologie a transfúzní lékařství,1
1316,Olomouc,Olomoucký kraj,kardiologie,3
1317,Olomouc,Olomoucký kraj,lékařská mikrobiologie,1
1318,Olomouc,Olomoucký kraj,neurologie,22
1319,Olomouc,Olomoucký kraj,oftalmologie,21
1320,Olomouc,Olomoucký kraj,ortodoncie,1
1321,Olomouc,Olomoucký kraj,ortopedie a traumatologie pohybového ústrojí,12
1322,Olomouc,Olomoucký kraj,otorinolaryngologie a chirurgie hlavy a krku,9
1323,Olomouc,Olomoucký kraj,plastická chirurgie,2
1324,Olomouc,Olomoucký kraj,praktické lékařství pro děti a dorost,49
1325,Olomouc,Olomoucký kraj,praktické lékárenství,9
1326,Olomouc,Olomoucký kraj,psychiatrie,16
1327,Olomouc,Olomoucký kraj,radiologie a zobrazovací metody,10
1328,Olomouc,Olomoucký kraj,rehabilitační a fyzikální medicína,4
1329,Olomouc,Olomoucký kraj,revmatologie,2
1330,Olomouc,Olomoucký kraj,urologie,7
1331,Olomouc,Olomoucký kraj,vnitřní lékařství,6
1332,Olomouc,Olomoucký kraj,všeobecné praktické lékařství,112
1333,Olomouc,Olomoucký kraj,zubní lékařství,154
1334,Opava,Moravskoslezský kraj,Dentální hygienistka,4
1335,Opava,Moravskoslezský kraj,Fyzioterapeut,16
1336,Opava,Moravskoslezský kraj,Klinický logoped,12
1337,Opava,Moravskoslezský kraj,Klinický psycholog,11
1338,Opava,Moravskoslezský kraj,Nutriční terapeut,2
