,OkresCode,Okres,KrajCode,Kraj,OborPece,POCET,ID_obor_pece
3287,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"dětská neurologie, gynekologie dětí a dospívajících, Fyzioterapeut, Klinický logoped, Klinický psycholog, Adiktolog, Nutriční terapeut, Ergoterapeut, Všeobecná sestra, urgentní medicína, spondylochirurgie, sexuologie, paliativní medicína, onkourologie, onkourologie, onkourologie, ortopedická protetika, ortopedická protetika, onkogynekologie, onkogynekologie, neonatologie, neonatologie, klinická výživa a intenzivní metabolická péče, klinická farmakologie, intenzívní medicína, hrudní chirurgie, hrudní chirurgie, foniatrie, dětská revmatologie, dětská pneumologie, dětská otorinolaryngologie, dětská otorinolaryngologie, dětská onkologie a hematologie, dětská nefrologie, dětská kardiologie, dětská gastroenterologie a hepatologie, dětská endokrinologie a diabetologie, angiologie, algeziologie, orální a maxilofaciální chirurgie, orální a maxilofaciální chirurgie, zubní lékařství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, urologie, traumatologie, traumatologie, soudní lékařství, revmatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, psychiatrie, psychiatrie, psychiatrie, praktické lékařství pro děti a dorost, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, oftalmologie, neurologie, neurologie, neurologie, neurochirurgie, neurochirurgie, neurochirurgie, nefrologie, lékařská mikrobiologie, lékařská genetika, klinická biochemie, kardiologie, kardiologie, kardiologie, kardiochirurgie, kardiochirurgie, kardiochirurgie, infekční lékařství, chirurgie, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, geriatrie, gastroenterologie, gastroenterologie, gastroenterologie, gastroenterologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, dětská chirurgie, dětská chirurgie, dermatovenerologie, dermatovenerologie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, alergologie a klinická imunologie, alergologie a klinická imunologie",2,1020
3288,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"dětská pneumologie, dětské lékařství",1,1040
3289,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,endokrinologie a diabetologie,4,1056
3290,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"endokrinologie a diabetologie, alergologie a klinická imunologie",1,1057
3291,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"endokrinologie a diabetologie, dětské lékařství",1,1059
3292,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,epidemiologie,1,1061
3293,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"epidemiologie, lékařská mikrobiologie, alergologie a klinická imunologie",1,1063
3294,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,gastroenterologie,1,1073
3295,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,gynekologie a porodnictví,34,1083
3296,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"gynekologie dětí a dospívajících, gynekologie a porodnictví",1,1098
3297,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,hematologie a transfúzní lékařství,2,1104
3298,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,hyperbarická a letecká medicína,1,1111
3299,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,infekční lékařství,3,1115
3300,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,kardiologie,3,1121
3301,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,klinická biochemie,4,1125
3302,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,lékařská genetika,1,1197
3303,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,lékařská mikrobiologie,1,1208
3304,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,nefrologie,1,1232
3305,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,neurochirurgie,1,1242
3306,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,neurologie,6,1244
3307,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,oftalmologie,8,1261
3308,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,ortodoncie,1,1279
3309,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"ortodoncie, orální a maxilofaciální chirurgie, zubní lékařství",1,1280
3310,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"ortodoncie, zubní lékařství",1,1281
3311,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,ortopedická protetika,2,1283
3312,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,ortopedie a traumatologie pohybového ústrojí,6,1287
3313,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",6,1297
3314,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,otorinolaryngologie a chirurgie hlavy a krku,5,1314
3315,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"paliativní medicína, anesteziologie a intenzivní medicína",1,1328
3316,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,plastická chirurgie,1,1367
3317,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"plastická chirurgie, plastická chirurgie",1,1386
3318,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,pneumologie a ftizeologie,2,1407
3319,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,praktické lékařství pro děti a dorost,20,1460
3320,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,praktické lékárenství,21,1481
3321,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"praktické lékárenství, zubní lékařství",1,1506
3322,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,psychiatrie,9,1510
3323,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"psychiatrie, psychiatrie",1,1519
3324,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"radiační onkologie, nukleární medicína, klinická onkologie",1,1531
3325,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,rehabilitační a fyzikální medicína,2,1565
3326,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,sexuologie,1,1611
3327,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,traumatologie,1,1631
3328,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"tělovýchovné lékařství, pneumologie a ftizeologie, pneumologie a ftizeologie, infekční lékařství, infekční lékařství",1,1645
3329,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"urogynekologie, urogynekologie, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, gynekologie a porodnictví, gynekologie a porodnictví",1,1676
3330,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,urologie,5,1678
3331,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"urologie, urologie, chirurgie, chirurgie, gynekologie a porodnictví, gynekologie a porodnictví, cévní chirurgie, anesteziologie a intenzivní medicína",1,1706
3332,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,vnitřní lékařství,4,1712
3333,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"vnitřní lékařství, alergologie a klinická imunologie",1,1713
3334,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"vnitřní lékařství, endokrinologie a diabetologie",4,1720
3335,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"vnitřní lékařství, infekční lékařství",1,1733
3336,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"vnitřní lékařství, kardiologie",6,1734
3337,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,všeobecné praktické lékařství,54,1824
3338,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"všeobecné praktické lékařství, kardiologie",1,1840
3339,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,"všeobecné praktické lékařství, vnitřní lékařství, gastroenterologie",1,1883
3340,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,zubní lékařství,46,1945
3341,CZ0511,Česká Lípa,CZ051,Liberecký kraj,Dentální hygienistka,4,18
3342,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"Dentální hygienistka, zubní lékařství",2,41
3343,CZ0511,Česká Lípa,CZ051,Liberecký kraj,Fyzioterapeut,17,65
3344,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"Fyzioterapeut, Všeobecná sestra",1,289
3345,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"Fyzioterapeut, Všeobecná sestra, Všeobecná sestra",1,290
3346,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"Fyzioterapeut, chirurgie",1,340
3347,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"Fyzioterapeut, rehabilitační a fyzikální medicína",1,396
3348,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"Fyzioterapeut, všeobecné praktické lékařství, radiologie a zobrazovací metody, otorinolaryngologie a chirurgie hlavy a krku, chirurgie, endokrinologie a diabetologie",1,488
3349,CZ0511,Česká Lípa,CZ051,Liberecký kraj,Klinický logoped,2,526
3350,CZ0511,Česká Lípa,CZ051,Liberecký kraj,Klinický psycholog,3,554
3351,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"Klinický psycholog, psychiatrie, psychiatrie",1,637
3352,CZ0511,Česká Lípa,CZ051,Liberecký kraj,Optometrista,3,695
3353,CZ0511,Česká Lípa,CZ051,Liberecký kraj,Ortoptista,1,698
3354,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"Sestra pro péči v psychiatrii, Sestra pro péči v psychiatrii, psychiatrie",1,737
3355,CZ0511,Česká Lípa,CZ051,Liberecký kraj,Všeobecná sestra,10,741
3356,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"Všeobecná sestra, Všeobecná sestra",1,742
3357,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"Všeobecná sestra, Všeobecná sestra, Všeobecná sestra",1,743
3358,CZ0511,Česká Lípa,CZ051,Liberecký kraj,Zubní technik,10,831
3359,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"Zubní technik, zubní lékařství",2,850
3360,CZ0511,Česká Lípa,CZ051,Liberecký kraj,alergologie a klinická imunologie,2,853
3361,CZ0511,Česká Lípa,CZ051,Liberecký kraj,anesteziologie a intenzivní medicína,1,864
3362,CZ0511,Česká Lípa,CZ051,Liberecký kraj,chirurgie,5,893
3363,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"chirurgie, chirurgie",1,895
3364,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"chirurgie, cévní chirurgie",1,902
3365,CZ0511,Česká Lípa,CZ051,Liberecký kraj,dermatovenerologie,3,916
3366,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"dětská a dorostová psychiatrie, psychiatrie",1,931
3367,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"dětská kardiologie, praktické lékařství pro děti a dorost",1,949
3368,CZ0511,Česká Lípa,CZ051,Liberecký kraj,dětská neurologie,1,957
3369,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"dětská neurologie, Klinický logoped, Nutriční terapeut, neonatologie, neonatologie, neonatologie, dětská revmatologie, dětská nefrologie, dětská gastroenterologie a hepatologie, algeziologie, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, traumatologie, traumatologie, revmatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, patologie, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, neurologie, neurologie, neurologie, nefrologie, lékařská mikrobiologie, klinická onkologie, klinická biochemie, kardiologie, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gastroenterologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1,998
3370,CZ0511,Česká Lípa,CZ051,Liberecký kraj,endokrinologie a diabetologie,1,1056
3371,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"foniatrie, otorinolaryngologie a chirurgie hlavy a krku",1,1072
3372,CZ0511,Česká Lípa,CZ051,Liberecký kraj,gynekologie a porodnictví,12,1083
3373,CZ0511,Česká Lípa,CZ051,Liberecký kraj,hematologie a transfúzní lékařství,2,1104
3374,CZ0511,Česká Lípa,CZ051,Liberecký kraj,kardiologie,1,1121
3375,CZ0511,Česká Lípa,CZ051,Liberecký kraj,laboratorní a vyšetřovací metody ve zdravotnictví,3,1181
3376,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"laboratorní a vyšetřovací metody ve zdravotnictví, klinická biochemie, hematologie a transfúzní lékařství",1,1184
3377,CZ0511,Česká Lípa,CZ051,Liberecký kraj,lékařská mikrobiologie,1,1208
3378,CZ0511,Česká Lípa,CZ051,Liberecký kraj,neurologie,8,1244
3379,CZ0511,Česká Lípa,CZ051,Liberecký kraj,oftalmologie,7,1261
3380,CZ0511,Česká Lípa,CZ051,Liberecký kraj,ortodoncie,1,1279
3381,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"ortodoncie, zubní lékařství",1,1281
3382,CZ0511,Česká Lípa,CZ051,Liberecký kraj,ortopedie a traumatologie pohybového ústrojí,6,1287
3383,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"orální a maxilofaciální chirurgie, zubní lékařství",1,1311
3384,CZ0511,Česká Lípa,CZ051,Liberecký kraj,otorinolaryngologie a chirurgie hlavy a krku,4,1314
3385,CZ0511,Česká Lípa,CZ051,Liberecký kraj,pneumologie a ftizeologie,2,1407
3386,CZ0511,Česká Lípa,CZ051,Liberecký kraj,praktické lékařství pro děti a dorost,17,1460
3387,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"praktické lékařství pro děti a dorost, alergologie a klinická imunologie",2,1461
3388,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"praktické lékařství pro děti a dorost, endokrinologie a diabetologie",1,1468
3389,CZ0511,Česká Lípa,CZ051,Liberecký kraj,praktické lékárenství,15,1481
3390,CZ0511,Česká Lípa,CZ051,Liberecký kraj,psychiatrie,1,1510
3391,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"psychiatrie, psychiatrie",1,1519
3392,CZ0511,Česká Lípa,CZ051,Liberecký kraj,radiologie a zobrazovací metody,5,1533
3393,CZ0511,Česká Lípa,CZ051,Liberecký kraj,revmatologie,1,1606
3394,CZ0511,Česká Lípa,CZ051,Liberecký kraj,soudní lékařství,1,1629
3395,CZ0511,Česká Lípa,CZ051,Liberecký kraj,urologie,3,1678
3396,CZ0511,Česká Lípa,CZ051,Liberecký kraj,vnitřní lékařství,7,1712
3397,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"vnitřní lékařství, endokrinologie a diabetologie",3,1720
3398,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"vnitřní lékařství, gastroenterologie",2,1722
3399,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"vnitřní lékařství, kardiologie",2,1734
3400,CZ0511,Česká Lípa,CZ051,Liberecký kraj,všeobecné praktické lékařství,44,1824
3401,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"všeobecné praktické lékařství, praktické lékařství pro děti a dorost",1,1854
3402,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"všeobecné praktické lékařství, rehabilitační a fyzikální medicína, praktické lékařství pro děti a dorost, patologie, gynekologie a porodnictví",1,1868
3403,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"všeobecné praktické lékařství, vnitřní lékařství",1,1878
3404,CZ0511,Česká Lípa,CZ051,Liberecký kraj,"všeobecné praktické lékařství, vnitřní lékařství, nefrologie",1,1895
3405,CZ0511,Česká Lípa,CZ051,Liberecký kraj,zubní lékařství,40,1945
3406,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,Dentální hygienistka,3,18
3407,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,Farmaceutický asistent pro zdravotnické prostředky,1,63
3408,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,Fyzioterapeut,29,65
3409,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"Fyzioterapeut, Dětská sestra, Dětská sestra, Dětská sestra, Dětská sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra",1,78
3410,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"Fyzioterapeut, Fyzioterapeut",3,111
3411,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"Fyzioterapeut, Všeobecná sestra, Všeobecná sestra, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, radiologie a zobrazovací metody, kardiologie, chirurgie, gastroenterologie, endokrinologie a diabetologie",1,300
3412,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"Fyzioterapeut, Zubní technik, Všeobecná sestra, zubní lékařství, všeobecné praktické lékařství, vnitřní lékařství, urologie, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, psychiatrie, pneumologie a ftizeologie, pneumologie a ftizeologie, otorinolaryngologie a chirurgie hlavy a krku, neurologie, lékařská mikrobiologie, klinická biochemie, chirurgie, gynekologie a porodnictví, geriatrie, endokrinologie a diabetologie, endokrinologie a diabetologie, cévní chirurgie, alergologie a klinická imunologie",1,317
3413,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"Fyzioterapeut, rehabilitační a fyzikální medicína",3,396
3414,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"Fyzioterapeut, všeobecné praktické lékařství",1,483
3415,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"Fyzioterapeut, zubní lékařství, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody",1,520
3416,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,Klinický logoped,2,526
3417,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"Klinický logoped, Nutriční terapeut, Všeobecná sestra, tělovýchovné lékařství, paliativní medicína, onkochirurgie, neonatologie, klinická osteologie, dětská urologie, dětská nefrologie, dětská kardiologie, dětská gastroenterologie a hepatologie, dětská endokrinologie a diabetologie, algeziologie, praktické lékárenství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, urologie, traumatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, praktické lékařství pro děti a dorost, plastická chirurgie, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, neurologie, nefrologie, klinická onkologie, klinická biochemie, kardiologie, infekční lékařství, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, geriatrie, gastroenterologie, gastroenterologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1,536
3418,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,Klinický psycholog,5,554
3419,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,Odborný pracovník v laboratorních  metodách a přípravě léčivých přípravků,1,681
3420,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,Optometrista,8,695
3421,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,Všeobecná sestra,6,741
3422,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"Všeobecná sestra, Všeobecná sestra",1,742
3423,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"Všeobecná sestra, Všeobecná sestra, Všeobecná sestra",1,743
3424,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"Všeobecná sestra, všeobecné praktické lékařství",1,799
3425,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,Zubní technik,6,831
3426,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"Zubní technik, zubní lékařství",1,850
3427,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,alergologie a klinická imunologie,3,853
3428,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,anesteziologie a intenzivní medicína,6,864
3429,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,chirurgie,9,893
3430,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"chirurgie, cévní chirurgie",1,902
3431,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,dermatovenerologie,5,916
3432,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"dětská neurologie, Fyzioterapeut, Klinický logoped, Klinický psycholog, dětská a dorostová psychiatrie, praktické lékařství pro děti a dorost, neurologie",1,970
3433,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"foniatrie, otorinolaryngologie a chirurgie hlavy a krku",1,1072
3434,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,gynekologie a porodnictví,12,1083
3435,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"gynekologie dětí a dospívajících, gynekologie a porodnictví",1,1098
3436,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,hematologie a transfúzní lékařství,1,1104
3437,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,kardiologie,1,1121
3438,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,klinická biochemie,1,1125
3439,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,neurologie,2,1244
3440,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,oftalmologie,6,1261
3441,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"ortodoncie, zubní lékařství",1,1281
3442,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,ortopedie a traumatologie pohybového ústrojí,6,1287
3443,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,otorinolaryngologie a chirurgie hlavy a krku,2,1314
3444,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"paliativní medicína, všeobecné praktické lékařství",1,1342
3445,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,plastická chirurgie,1,1367
3446,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,pneumologie a ftizeologie,1,1407
3447,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,praktické lékařství pro děti a dorost,17,1460
3448,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"praktické lékařství pro děti a dorost, alergologie a klinická imunologie",1,1461
3449,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,praktické lékárenství,19,1481
3450,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,psychiatrie,4,1510
3451,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"psychosomatika, psychiatrie",2,1525
3452,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,radiologie a zobrazovací metody,2,1533
3453,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"radiologie a zobrazovací metody, chirurgie",2,1535
3454,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,rehabilitační a fyzikální medicína,4,1565
3455,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,revmatologie,1,1606
3456,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"urogynekologie, gynekologie a porodnictví",1,1673
3457,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,urologie,3,1678
3458,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,vnitřní lékařství,2,1712
3459,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"vnitřní lékařství, endokrinologie a diabetologie",1,1720
3460,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"vnitřní lékařství, kardiologie",1,1734
3461,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"vnitřní lékařství, urologie, radiologie a zobrazovací metody, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, chirurgie, gynekologie a porodnictví, dětské lékařství, anesteziologie a intenzivní medicína",1,1811
3462,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,všeobecné praktické lékařství,43,1824
3463,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"všeobecné praktické lékařství, praktické lékařství pro děti a dorost",1,1854
3464,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"všeobecné praktické lékařství, vnitřní lékařství",4,1878
3465,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,"všeobecné praktické lékařství, všeobecné praktické lékařství",1,1927
3466,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,zubní lékařství,41,1945
3467,CZ0513,Liberec,CZ051,Liberecký kraj,Dentální hygienistka,9,18
3468,CZ0513,Liberec,CZ051,Liberecký kraj,"Dentální hygienistka, zubní lékařství",2,41
3469,CZ0513,Liberec,CZ051,Liberecký kraj,"Dětský klinický psycholog, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie",1,54
3470,CZ0513,Liberec,CZ051,Liberecký kraj,Fyzioterapeut,38,65
3471,CZ0513,Liberec,CZ051,Liberecký kraj,"Fyzioterapeut, Ergoterapeut, ortopedie a traumatologie pohybového ústrojí, neurologie",1,95
3472,CZ0513,Liberec,CZ051,Liberecký kraj,"Fyzioterapeut, Fyzioterapeut",1,111
3473,CZ0513,Liberec,CZ051,Liberecký kraj,"Fyzioterapeut, Fyzioterapeut, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",1,167
3474,CZ0513,Liberec,CZ051,Liberecký kraj,"Fyzioterapeut, Klinický psycholog, sexuologie, psychosomatika, psychiatrie",1,252
3475,CZ0513,Liberec,CZ051,Liberecký kraj,"Fyzioterapeut, Nutriční terapeut, Všeobecná sestra, všeobecné praktické lékařství, vnitřní lékařství, urologie, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, pneumologie a ftizeologie, plastická chirurgie, plastická chirurgie, neurologie, klinická biochemie, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gastroenterologie, anesteziologie a intenzivní medicína",1,267
3476,CZ0513,Liberec,CZ051,Liberecký kraj,"Fyzioterapeut, Všeobecná sestra",2,289
3477,CZ0513,Liberec,CZ051,Liberecký kraj,"Fyzioterapeut, Všeobecná sestra, Všeobecná sestra",1,290
3478,CZ0513,Liberec,CZ051,Liberecký kraj,"Fyzioterapeut, hygiena a epidemiologie",1,348
3479,CZ0513,Liberec,CZ051,Liberecký kraj,"Fyzioterapeut, neurochirurgie",1,363
3480,CZ0513,Liberec,CZ051,Liberecký kraj,"Fyzioterapeut, ortopedie a traumatologie pohybového ústrojí",1,371
3481,CZ0513,Liberec,CZ051,Liberecký kraj,"Fyzioterapeut, rehabilitační a fyzikální medicína",4,396
3482,CZ0513,Liberec,CZ051,Liberecký kraj,"Fyzioterapeut, tělovýchovné lékařství, kardiologie",1,434
3483,CZ0513,Liberec,CZ051,Liberecký kraj,"Fyzioterapeut, tělovýchovné lékařství, rehabilitační a fyzikální medicína",2,438
